chr	st	en	ID	blank	dir	Mll34_ChIP-seq_WT_rep1	Mll34_ChIP-seq_WT_rep2	Mll34_ChIP-seq_dKO_rep1	Mll334_ChIP-seq_dKO_rep2	
chr2	162855350	162857150	4.78080982356675	0	+	5.39041	3.26525	2.50021	1.80263	
chr2	162857085	162858885	22.4265174019262	0	+	42.3436	29.7326	13.0614	5.894	
chr2	162859055	162860855	6.75812032109338	0	+	4.45488	2.98268	1.87516	1.21526	
chr2	162882005	162883805	12.1419192272803	0	+	2.24971	2.7943	2.47866	2.32924	
chr2	162885390	162887190	11.2257692421513	0	+	2.38336	2.48033	2.60798	2.43052	
chr2	162886860	162888660	23.1870569529678	0	+	13.476	12.1505	6.6816	4.19264	
chr2	162888245	162890045	16.0464739430175	0	+	4.25441	3.07687	3.0175	2.51153	
chr2	162891125	162892925	13.581003343471	0	+	9.55572	7.03284	3.9443	2.79509	
chr2	162895300	162897100	5.10036912973671	0	+	2.49473	2.63731	2.37089	1.82289	
chr2	162898480	162900280	7.92807484875138	0	+	5.96954	5.30603	3.79342	2.95713	
chr2	162900055	162901855	12.3095157267191	0	+	5.96954	5.83977	3.36235	2.77484	
chr2	162901615	162903415	12.6691230315513	0	+	3.51936	3.98737	2.82351	2.28874	
chr2	162905045	162906845	5.58538519466931	0	+	1.53693	2.19776	1.18544	0.972206	
chr2	162906035	162907835	3.72572178153976	0	+	1.20282	1.66402	0.862141	0.648137	
chr2	162907765	162909565	6.02259424317685	0	+	1.51466	1.91519	1.61652	1.37729	
chr2	162910690	162912490	10.4513115571721	0	+	3.14069	3.45363	2.80196	2.39001	
chr2	162913525	162915325	6.01153900224241	0	+	2.04925	2.85709	1.8105	2.32924	
chr2	163142665	163144465	12.7319500278404	0	+	10.8699	8.85384	2.86662	2.04568	
chr2	163286825	163288625	12.7256298636314	0	+	19.4233	16.6716	4.41847	4.88129	
chr2	163820535	163822335	4.15163121886739	0	+	4.81127	5.36882	6.0781	2.91662	
chr2	164253235	164255035	7.13545185352173	0	+	3.27434	2.98268	0.538838	0.992461	
chr2	164255050	164256850	11.0758209678468	0	+	5.61315	2.82569	2.4571	1.68111	
chr2	164594820	164596620	5.76274846488108	0	+	4.41033	3.6734	5.66858	4.19264	
chr2	164595440	164597240	3.6647078610965	0	+	3.11842	3.39083	3.85808	3.11916	
chr2	164628570	164630370	9.80765652268937	0	+	1.78195	2.16637	2.43555	2.53179	
chr2	164630920	164632720	13.6926588975104	0	+	2.91795	1.94659	2.65108	2.65331	
chr2	164648540	164650340	15.2829938111364	0	+	18.7328	14.7564	6.37985	4.13188	
chr2	164679270	164681070	3.86483672785731	0	+	3.36343	2.51173	2.26312	1.09373	
chr2	164680475	164682275	13.9187265152197	0	+	6.37048	4.96066	3.49167	2.49128	
chr2	164681440	164683240	9.86434215038287	0	+	11.9168	10.8318	5.36683	4.78001	
chr2	164681885	164683685	12.0920465426842	0	+	15.5921	13.9401	7.24199	5.38764	
chr2	164966045	164967845	10.9334583749178	0	+	7.3951	7.81775	2.24157	2.59255	
chr2	164967570	164969370	7.58352341096013	0	+	4.58853	4.92927	3.0175	2.65331	
chr2	165040525	165042325	11.3059032342132	0	+	7.81832	8.00613	4.46158	3.03814	
chr2	165150635	165152435	9.33301642922602	0	+	3.38571	3.48502	2.78041	3.26094	
chr2	165336015	165337815	12.991881700569	0	+	0.846427	0.910501	1.31477	1.05322	
chr2	165631830	165633630	8.75562094527894	0	+	7.17236	6.65608	5.40994	3.48374	
chr2	165656110	165657910	11.6479651805893	0	+	10.5803	7.88055	4.46158	2.59255	
chr2	165680060	165681860	11.6858508445096	0	+	4.27669	4.74089	4.22449	3.0584	
chr2	165685085	165686885	9.29792603698625	0	+	2.80657	2.91988	2.15535	2.93687	
chr2	165698800	165700600	11.7232676860385	0	+	8.41972	6.81306	5.90567	3.74704	
chr2	165724655	165726455	12.9898496728006	0	+	12.095	18.4298	7.04801	5.65095	
chr2	165793760	165795560	16.744420010776	0	+	45.4843	38.1783	20.7345	11.3627	
chr2	165802825	165804625	18.1511576528161	0	+	2.62838	1.75821	1.42253	1.27602	
chr2	165817945	165819745	5.14302836625476	0	+	6.08091	7.25262	4.67712	5.54968	
chr2	165835130	165836930	10.9799768022977	0	+	3.38571	2.70011	2.75885	2.30899	
chr2	165891405	165893205	10.9231128871257	0	+	10.7808	12.8726	3.62099	3.03814	
chr2	165977595	165979395	9.70102759485183	0	+	7.86286	7.28401	5.53926	4.53696	
chr2	165979985	165981785	5.61618316710844	0	+	11.7609	13.5005	7.22043	8.48655	
chr2	165993650	165995450	12.6912923330525	0	+	8.46427	7.4096	5.88412	6.21807	
chr2	166020150	166021950	15.3841370407572	0	+	20.0024	20.0938	6.1212	4.41544	
chr2	166078070	166079870	11.3473448421485	0	+	7.21691	5.43161	2.84507	2.59255	
chr2	166228205	166230005	11.8298607196907	0	+	21.3834	18.367	9.44045	6.80544	
chr2	166243535	166245335	13.0327825495752	0	+	20.6261	20.2194	8.49209	5.50917	
chr2	166883245	166885045	17.3904281689994	0	+	16.7949	13.1238	4.24605	2.3495	
chr2	166885120	166886920	4.26922524125798	0	+	3.78665	4.36413	1.46564	1.55958	
chr2	167139840	167141640	13.142778694173	0	+	6.88279	6.02815	5.45304	3.62552	
chr2	167247535	167249335	11.5013919429589	0	+	12.34	12.1191	3.29769	1.92416	
chr2	167250135	167251935	10.1817009713946	0	+	9.11023	7.3782	1.35787	1.55958	
chr2	167365390	167367190	11.3879603827317	0	+	16.5276	15.9495	17.6092	10.1677	
chr2	167976425	167978225	6.70724529077146	0	+	6.74914	3.64201	1.63807	1.195	
chr2	168029130	168030930	2.8271648622297	0	+	2.51701	3.57921	2.52176	2.20772	
chr2	168615425	168617225	14.7945256742462	0	+	11.8945	7.75496	2.7373	2.22797	
chr2	168778040	168779840	9.05093420564831	0	+	2.11607	2.19776	2.19846	2.39001	
chr2	168830955	168832755	12.1624280904545	0	+	3.87575	3.61061	4.82799	3.44323	
chr2	169113490	169115290	13.2832491324837	0	+	11.9614	10.7062	6.44451	4.98256	
chr2	169118015	169119815	11.2095490714102	0	+	7.10553	5.71418	5.32372	3.82806	
chr2	169139435	169141235	11.4537276127194	0	+	8.97658	6.4363	9.20336	3.92933	
chr2	169340250	169342050	14.6441577484341	0	+	9.06568	8.16312	6.87558	5.32688	
chr2	169553325	169555125	14.9601788628891	0	+	13.231	9.262	7.47908	6.01553	
chr2	169743555	169745355	12.0535161750302	0	+	10.714	4.20714	2.58642	1.82289	
chr2	169919255	169921055	11.0914830360284	0	+	3.27434	2.48033	2.34934	1.96467	
chr2	169990355	169992155	11.16611534313	0	+	13.5428	10.4865	4.28915	2.73433	
chr2	170007875	170009675	13.7407688600865	0	+	3.25206	2.63731	2.1338	2.47102	
chr2	170018345	170020145	11.9916166180717	0	+	16.0376	12.4017	6.61694	4.11162	
chr2	170353740	170355540	17.7348395330727	0	+	5.27903	3.83039	2.90973	2.81535	
chr2	170597205	170599005	16.2784965130779	0	+	29.9145	32.3385	16.9411	10.431	
chr2	171056340	171058140	13.0474366272919	0	+	21.7621	16.546	8.06102	4.61798	
chr2	171703940	171705740	20.5236975451155	0	+	25.081	17.4251	9.48356	3.82806	
chr2	172129480	172131280	10.9680641776049	0	+	10.5803	8.94803	4.91421	2.81535	
chr2	172341735	172343535	20.1186330696583	0	+	19.4233	18.524	6.33674	4.53696	
chr2	172393200	172395000	11.0819345847064	0	+	12.1396	9.70155	4.28915	2.77484	
chr2	172401760	172403560	20.5461252797315	0	+	27.3752	27.5976	8.72918	3.9901	
chr2	172418885	172420685	14.8326812954077	0	+	17.6636	12.8726	2.75885	1.70136	
chr2	172438725	172440525	12.5529083962522	0	+	15.2802	12.2133	5.81945	4.59773	
chr2	172444195	172445995	12.337815085138	0	+	18.4209	12.2761	2.86662	1.82289	
chr2	172535705	172537505	12.5468526554726	0	+	4.32123	3.7048	1.72428	1.70136	
chr2	172557370	172559170	12.2762277568413	0	+	17.2849	12.9668	3.92274	2.69382	
chr2	172835050	172836850	11.0053351404711	0	+	10.5358	6.40491	1.50875	1.4178	
chr2	172908260	172910060	11.7611610965318	0	+	3.9203	3.86178	2.78041	2.14696	
chr2	173057500	173059300	6.61638107688623	0	+	2.51701	2.82569	3.0175	2.00518	
chr2	173062715	173064515	11.6057335498257	0	+	16.8617	10.8946	16.3591	8.20299	
chr2	174086210	174088010	17.1888533818181	0	+	46.5981	45.1797	9.00938	5.24586	
chr2	174742335	174744135	12.7194884848904	0	+	8.3529	6.05954	3.75032	2.49128	
chr2	174835145	174836945	11.2272521939373	0	+	0.0222744	0	0	0.0202543	
chr2	174839275	174841075	18.2470546997915	0	+	0.0222744	0	0	0.0202543	
chr2	174891720	174893520	14.1042813983034	0	+	5.79134	4.11295	1.35787	0.830426	
chr2	174934775	174936575	18.4207552563755	0	+	0.311842	0.0627932	0.280196	0.202543	
chr2	174966400	174968200	12.6904810168833	0	+	0.0890976	0.345363	0.107768	0.101271	
chr2	175000610	175002410	17.1553650143562	0	+	1.71513	1.78961	1.93982	1.03297	
chr2	175571970	175573770	15.9413907256031	0	+	0	0	0	0	
chr2	175867245	175869045	11.073102626027	0	+	0	0	0	0	
chr2	175868295	175870095	7.36894391389729	0	+	0	0	0	0	
chr2	176816250	176818050	16.8090533615034	0	+	0	0	0	0	
chr2	176859305	176861105	4.59778255458717	0	+	1.60376	1.19307	1.27166	1.6406	
chr2	176863960	176865760	18.8119801940582	0	+	4.72217	2.44893	1.8105	0.526612	
chr2	176912330	176914130	19.9048851895851	0	+	10.6917	6.90725	4.69867	1.94441	
chr2	176956810	176958610	17.0041156872934	0	+	0.222744	0.251173	0.258642	0.162034	
chr2	176990150	176991950	12.3843938710005	0	+	0.0668232	0.0627932	0.0215535	0	
chr2	177014280	177016080	15.544103221299	0	+	7.26146	4.89787	1.8105	1.23551	
chr2	177052555	177054355	13.7659973095918	0	+	0.311842	0.219776	0.172428	0.182289	
chr2	177056155	177057955	13.9441063404457	0	+	0.311842	0.18838	0.129321	0.0405086	
chr2	177061710	177063510	12.6238168686365	0	+	0.0890976	0.0313966	0.0431071	0.0202543	
chr2	177113900	177115700	15.2573015526852	0	+	1.64831	0.816312	1.25011	1.82289	
chr2	177134955	177136755	14.2807750935477	0	+	0	0.0313966	0.0431071	0	
chr2	177181935	177183735	12.445677185908	0	+	0.20047	0.18838	0.0646606	0.28356	
chr2	177282770	177284570	11.6551721946477	0	+	0.400939	0.470949	0.581945	0.526612	
chr2	177357675	177359475	17.4034730145252	0	+	0	0.0313966	0	0.0202543	
chr2	177361690	177363490	12.0121151398024	0	+	0	0	0	0	
chr2	177500355	177502155	14.1203521234092	0	+	0.245018	0.18838	0.0646606	0	
chr2	177540160	177541960	13.8079994928313	0	+	0.0668232	0	0.0215535	0	
chr2	177569835	177571635	17.30448759037	0	+	8.24153	5.65139	3.36235	1.62034	
chr2	177573390	177575190	11.3886244328313	0	+	0.311842	0.18838	0.280196	0.182289	
chr2	177658995	177660795	15.7119979459121	0	+	0.645958	0.502346	0.323303	0.303814	
chr2	177660020	177661820	19.0409602577631	0	+	0.668232	0.690725	0.323303	0.344323	
chr2	177690635	177692435	8.07257160954781	0	+	0.0222744	0	0.0431071	0.0405086	
chr2	177757725	177759525	9.51969590724088	0	+	0.690507	0.502346	0.474178	0.891189	
chr2	177811915	177813715	7.5437324902124	0	+	0.178195	0.0627932	0.0215535	0.0405086	
chr2	179305485	179307285	12.237623992088	0	+	10.0458	11.3342	6.22897	4.17239	
chr2	179348580	179350380	12.9299711612207	0	+	0.35639	0.502346	0.431071	0.526612	
chr2	179853735	179855535	4.05835216868501	0	+	5.16766	5.18044	4.97887	4.13188	
chr2	179953140	179954940	8.66363137843747	0	+	8.66474	5.5258	4.07362	2.6128	
chr2	179957235	179959035	11.8901129312413	0	+	5.5686	7.94334	5.58237	4.11162	
chr2	179971680	179973480	13.7028846100816	0	+	23.1654	15.6355	7.65151	5.71171	
chr2	179991295	179993095	12.0482286814612	0	+	4.56625	4.92927	4.28915	4.33442	
chr2	179991535	179993335	7.24821852769667	0	+	4.23214	4.99206	4.07362	3.86857	
chr2	179991720	179993520	7.24821852769667	0	+	3.76437	4.55251	3.72876	3.7673	
chr2	180011945	180013745	8.3488983905342	0	+	4.07622	3.98737	1.42253	1.45831	
chr2	180012230	180014030	7.01021557015244	0	+	3.87575	3.6734	1.29321	1.21526	
chr2	180441280	180443080	18.7475142182055	0	+	1.80423	1.75821	2.34934	2.02543	
chr2	180445320	180447120	12.9600046858202	0	+	9.2216	11.7737	5.36683	4.11162	
chr2	180461405	180463205	15.9253075562213	0	+	41.564	40.5958	15.3677	6.25858	
chr2	180464720	180466520	7.2766059072022	0	+	2.38336	2.66871	1.70273	1.57984	
chr2	180466055	180467855	11.22085487216	0	+	8.19698	6.93865	3.14682	1.60009	
chr2	180466945	180468745	4.35187755778686	0	+	5.90272	5.08625	2.15535	1.09373	
chr2	180474030	180475830	14.9622185144215	0	+	13.7656	10.3609	4.2676	2.45077	
chr2	180474445	180476245	14.0439246810114	0	+	12.9414	9.98412	4.35381	2.3495	
chr2	180474810	180476610	11.7021148967642	0	+	12.4737	10.3295	4.18139	2.26848	
chr2	180687035	180688835	13.5310062213744	0	+	27.0189	21.0671	8.72918	4.31417	
chr2	180921300	180923100	13.5338960544952	0	+	8.55337	7.28401	5.21596	5.06357	
chr2	180921575	180923375	11.0680765257089	0	+	9.51117	8.03753	5.23751	5.00281	
chr2	180921745	180923545	11.0680765257089	0	+	13.8324	12.6842	5.4746	4.9623	
chr2	180921940	180923740	9.54559995264118	0	+	16.0821	15.1646	6.01344	5.12434	
chr2	180923110	180924910	12.8258135939634	0	+	10.5135	10.0155	2.84507	2.22797	
chr2	181021000	181022800	11.525534295528	0	+	5.41268	5.49441	6.35829	6.66366	
chr2	181047070	181048870	12.6148902435621	0	+	17.2181	12.3389	6.57383	4.41544	
chr2	181066565	181068365	15.4335778897516	0	+	9.51117	5.21184	1.83205	1.70136	
chr2	181231505	181233305	12.1687256035394	0	+	4.12076	3.98737	4.05206	2.95713	
chr2	181652075	181653875	24.3563629737485	0	+	2.62838	3.04547	2.56487	3.62552	
chr2	181663030	181664830	11.0332896783752	0	+	0.579134	0.627932	1.18544	1.15449	
chr2	181664800	181666600	17.0135668919108	0	+	0.801879	1.28726	0.797481	2.49128	
chr2	181746780	181748087	72.2539507967804	0	+	0.20047	0.376759	0.107768	0.14178	
chr3	3666510	3668310	21.2253603627847	0	+	27.6203	18.9008	13.6865	5.04332	
chr3	5859680	5861480	35.1092960363216	0	+	128.612	125.869	240.343	231.142	
chr3	5988590	5990390	17.2889808256934	0	+	9.86756	5.90256	7.58684	3.11916	
chr3	6093625	6095425	16.331776754633	0	+	12.8523	9.29339	2.4571	1.80263	
chr3	6173145	6174945	13.1487407392423	0	+	14.9684	8.97943	16.1436	5.61044	
chr3	6301725	6303525	13.0082266816786	0	+	0	0	0	0	
chr3	6767170	6768970	15.4062950476303	0	+	17.0176	7.4096	5.88412	2.6128	
chr3	6921980	6923780	14.6599938293951	0	+	20.2029	7.50379	3.16837	1.39755	
chr3	7165920	7167720	19.0308760136782	0	+	26.6402	9.76434	9.1387	3.56476	
chr3	7509280	7511080	12.8373630145937	0	+	10.9813	6.59329	3.38391	2.71408	
chr3	7578530	7580330	15.6885798524945	0	+	13.0751	7.03284	4.13828	3.01789	
chr3	7682195	7683995	21.3911795532316	0	+	16.1044	8.60267	3.96585	2.43052	
chr3	7804210	7806010	17.8373254568407	0	+	14.7902	8.72826	6.50917	1.80263	
chr3	8000130	8001930	13.8449911449903	0	+	16.3717	6.40491	2.71575	2.43052	
chr3	8004725	8006525	19.0320325983335	0	+	36.4187	22.4172	8.66452	3.88882	
chr3	8122725	8124525	16.5484847304919	0	+	5.88044	2.7315	3.14682	1.25577	
chr3	8244845	8246645	24.1813578200599	0	+	13.6988	15.5727	5.84101	6.80544	
chr3	8684245	8686045	12.8592858731313	0	+	5.70225	6.4363	3.10371	3.68628	
chr3	8987425	8989225	13.6766836074064	0	+	27.1525	18.3356	8.19034	3.58501	
chr3	9000620	9002420	12.238903169133	0	+	4.36578	3.42223	2.4571	1.43806	
chr3	9107195	9108995	11.5339285522222	0	+	11.605	5.65139	3.0606	2.36975	
chr3	9519365	9521165	15.2426908143575	0	+	13.7433	11.7423	11.5311	6.1168	
chr3	9606390	9608190	13.7082035804586	0	+	6.5264	2.60592	3.72876	2.51153	
chr3	9643625	9645425	19.9008729432484	0	+	6.19228	4.74089	1.70273	1.13424	
chr3	9653670	9655470	11.2544238703304	0	+	14.8793	8.2887	3.36235	1.80263	
chr3	10481630	10483430	11.1964551978213	0	+	14.3224	13.2808	6.03499	3.15967	
chr3	10485580	10487380	10.9385950019395	0	+	4.5217	3.29664	1.70273	1.45831	
chr3	10759090	10760890	10.8730927053199	0	+	4.81127	2.38614	1.57341	1.29627	
chr3	11211635	11213435	20.7623728592455	0	+	38.9357	25.3685	11.1001	6.31934	
chr3	14190515	14192315	12.3713865016809	0	+	9.44435	3.92458	3.83653	2.08619	
chr3	14445830	14447630	15.1840984025415	0	+	12.6073	11.0516	6.91868	2.59255	
chr3	14609945	14611745	7.84814533511305	0	+	2.6952	2.07218	3.53478	3.26094	
chr3	14620645	14622445	12.846127643774	0	+	13.9215	6.05954	3.59944	1.76212	
chr3	14862790	14864590	9.58004125600661	0	+	7.43965	7.50379	7.17733	5.00281	
chr3	14958720	14960520	12.2874966440911	0	+	4.6108	5.65139	2.17691	1.70136	
chr3	14998805	15000605	20.7540404178753	0	+	35.4163	22.8567	7.56529	6.23832	
chr3	15054785	15056585	16.9242029596635	0	+	15.7257	11.8679	3.18992	2.16721	
chr3	16382010	16383810	12.67488631699	0	+	17.8641	4.55251	2.84507	1.195	
chr3	16623870	16625670	14.7802179211799	0	+	35.8172	24.2068	4.82799	2.79509	
chr3	16651665	16653465	11.8281044266609	0	+	9.42207	5.18044	3.31924	1.94441	
chr3	17559475	17561275	11.9615630646809	0	+	11.6272	4.39552	1.93982	0.769663	
chr3	18155760	18157560	18.3372212269168	0	+	38.1338	28.5081	22.7605	11.3424	
chr3	18238470	18240270	12.6991101478819	0	+	14.9461	9.13641	12.8459	6.19781	
chr3	18480165	18481965	13.6947611382394	0	+	13.7656	7.3468	3.83653	2.14696	
chr3	18595665	18597465	19.0382721264377	0	+	21.4948	11.083	7.62995	4.11162	
chr3	18688585	18690385	11.565097923907	0	+	0.690507	1.35005	0.883695	0.56712	
chr3	18728330	18730130	12.6804733630794	0	+	11.449	5.02346	2.7373	1.29627	
chr3	19061785	19063585	12.1840199791161	0	+	3.5639	3.57921	3.08216	3.34196	
chr3	19086980	19088780	10.1620376116314	0	+	7.77377	6.02815	4.84955	3.56476	
chr3	19088330	19090130	12.1103126701424	0	+	7.01644	4.39552	4.2676	2.3495	
chr3	19132530	19134330	6.10665959756997	0	+	4.05394	3.7048	3.25458	1.88365	
chr3	19133955	19135755	16.0185471607438	0	+	16.1935	11.3656	7.2851	3.5445	
chr3	19605885	19607685	11.5153938312143	0	+	10.6026	11.5539	8.42743	5.54968	
chr3	19922850	19924650	19.1993787493707	0	+	18.1759	15.7297	12.3502	5.93451	
chr3	19957245	19959045	11.1648325036839	0	+	3.27434	4.11295	4.2676	4.37493	
chr3	21222350	21224150	11.7100240612357	0	+	0.378665	0.722122	0.452624	0.405086	
chr3	21370995	21372795	16.2154937127552	0	+	2.27199	1.75821	1.33632	0.891189	
chr3	21563545	21565345	15.7740497183133	0	+	0.980074	0.627932	1.16389	0.668392	
chr3	21596510	21598310	19.9127870368668	0	+	0.423214	0.376759	0.711267	0.445595	
chr3	21626180	21627980	11.0715584787817	0	+	6.83824	4.11295	6.14276	3.52425	
chr3	21790520	21792320	15.0846720146056	0	+	14.0774	14.5994	11.488	7.81816	
chr3	21834425	21836225	17.1107757345697	0	+	15.0352	14.0657	10.7337	7.0485	
chr3	21861385	21863185	10.8459501897739	0	+	14.0106	6.37351	4.44003	2.81535	
chr3	21932780	21934580	12.7468295610919	0	+	19.4456	10.3923	4.61246	2.36975	
chr3	21937180	21938980	20.7966886715543	0	+	18.02	12.1505	9.24647	5.95476	
chr3	21975920	21977720	6.28227286348528	0	+	6.03636	5.21184	5.1944	5.56993	
chr3	22020890	22022690	19.0319421772544	0	+	30.36	24.9917	14.8719	8.58782	
chr3	22054055	22055855	18.4065084887824	0	+	39.7153	30.3919	22.6312	9.37774	
chr3	22191935	22193735	13.001900124619	0	+	21.4725	18.0216	4.44003	2.22797	
chr3	22195840	22197640	16.838984221891	0	+	28.9567	26.2162	5.1944	4.49645	
chr3	22888355	22890155	17.6185871713605	0	+	13.721	8.22591	4.03051	1.96467	
chr3	23325215	23327015	11.5005792777587	0	+	8.21925	5.83977	3.85808	1.62034	
chr3	23977945	23979745	13.1394533854609	0	+	11.3377	11.6167	10.281	4.33442	
chr3	24049525	24051325	12.1321954872604	0	+	7.95196	5.49441	3.47012	1.76212	
chr3	24904980	24906780	15.0889110180926	0	+	5.61315	2.91988	4.46158	2.14696	
chr3	25026105	25027905	11.790649856899	0	+	10.7363	10.4865	9.56977	7.35231	
chr3	26962045	26963845	16.8097198825777	0	+	25.7715	20.0938	4.35381	4.15213	
chr3	27051395	27053195	10.6003414731452	0	+	4.45488	4.17575	3.27614	3.17992	
chr3	27052545	27054345	11.1251009608227	0	+	44.1479	32.6839	9.11715	6.31934	
chr3	27053800	27055600	17.4370507257164	0	+	44.1256	33.4374	7.82393	5.16485	
chr3	27088890	27090690	12.2993573981117	0	+	14.3224	11.24	3.03905	2.67357	
chr3	27115460	27117260	12.1966446722082	0	+	7.70694	3.83039	1.55185	1.13424	
chr3	27304840	27306640	13.8332311589279	0	+	15.748	6.90725	4.84955	2.1267	
chr3	27554775	27556575	14.0749011220758	0	+	20.782	12.2447	12.7597	8.56757	
chr3	27601935	27603735	15.9202943565057	0	+	20.8711	16.4204	4.56935	3.70654	
chr3	27936220	27938020	13.3713228730324	0	+	21.027	16.2948	5.32372	2.3495	
chr3	28641530	28643330	12.1837444903862	0	+	7.59557	6.62468	4.15983	2.49128	
chr3	28735310	28737110	14.2558586118444	0	+	15.4807	16.1065	5.94878	3.94959	
chr3	28740585	28742385	14.178859551142	0	+	25.9497	21.5067	14.2038	8.42579	
chr3	28922760	28924560	15.7353927668493	0	+	22.7422	6.65608	3.70721	1.55958	
chr3	30464445	30466245	15.3432167854767	0	+	0.712781	0.345363	0.150875	0.0607629	
chr3	30501115	30502915	11.7184359154069	0	+	4.20986	3.95597	4.09517	2.99764	
chr3	30518785	30520585	11.8603626208617	0	+	13.5206	5.5258	4.44003	1.74187	
chr3	30543820	30545620	4.08073503973417	0	+	5.32358	3.83039	2.00448	2.20772	
chr3	30545010	30546810	14.4155798123422	0	+	31.1842	23.6416	10.4319	6.76494	
chr3	30545870	30547670	12.2843787690659	0	+	33.3225	25.0545	11.7036	6.58265	
chr3	30547070	30548870	12.920873968403	0	+	8.19698	6.87586	4.31071	2.20772	
chr3	30894365	30896165	9.47073734059301	0	+	4.36578	5.11765	5.1513	4.17239	
chr3	30900775	30902575	11.9572937978006	0	+	4.92264	4.80368	3.44857	2.85586	
chr3	30914795	30916595	19.1559597049229	0	+	11.605	7.81775	4.50469	4.61798	
chr3	32018065	32019865	11.2155954108136	0	+	7.50647	5.11765	2.1338	1.70136	
chr3	32607350	32609150	8.98987516747981	0	+	3.58618	4.42692	4.05206	3.11916	
chr3	32656690	32658490	13.9102739849943	0	+	27.3084	17.017	4.61246	1.78238	
chr3	32661370	32663170	12.1224970301251	0	+	19.2005	14.3482	3.31924	2.79509	
chr3	33406730	33408530	11.4202559012552	0	+	9.33298	4.14435	5.69013	1.05322	
chr3	33888430	33890230	14.6677038259156	0	+	27.0189	20.9729	6.35829	4.13188	
chr3	33905300	33907100	17.635085639426	0	+	29.0904	22.9195	7.3282	3.88882	
chr3	33934610	33936410	16.9523897173315	0	+	27.3307	19.1205	11.7682	6.21807	
chr3	34544415	34546215	11.9752642032751	0	+	18.666	10.7062	12.7812	5.97502	
chr3	34550835	34552635	5.90530711648747	0	+	3.45253	2.91988	3.51323	3.92933	
chr3	34553795	34555595	16.539186198288	0	+	3.07387	3.6734	2.54332	2.81535	
chr3	34563455	34565255	16.5072768552602	0	+	6.97189	6.65608	5.1944	5.48891	
chr3	34633365	34635165	12.4069697775943	0	+	9.37752	9.76434	8.92316	4.39518	
chr3	34642960	34644760	19.7791539437177	0	+	22.7867	13.4377	8.8585	4.92179	
chr3	34656420	34658220	22.4619801568309	0	+	29.3131	25.3685	10.863	7.49409	
chr3	35314945	35316745	23.3115132519065	0	+	0.0445488	0	0.0215535	0	
chr3	35619985	35621785	15.1358736383979	0	+	23.6331	15.196	6.7247	2.8356	
chr3	36373260	36375060	7.7707020633694	0	+	5.50178	5.5886	4.89265	3.07865	
chr3	36469325	36471125	6.88313252539927	0	+	3.29661	2.29195	4.13828	3.20018	
chr3	37317175	37318975	7.69956427308004	0	+	2.31654	3.7362	3.47012	2.81535	
chr3	37318910	37320710	8.44322500515726	0	+	2.13834	2.41754	3.53478	2.79509	
chr3	37656790	37658590	14.3771336022815	0	+	9.64482	9.16781	8.14724	4.57747	
chr3	38382410	38384210	9.23363490545742	0	+	3.09614	3.32804	3.44857	3.36221	
chr3	40354130	40355930	13.8567616224389	0	+	8.79839	6.40491	2.26312	2.10645	
chr3	40697730	40699530	7.85251030723289	0	+	1.18054	0.659329	2.00448	1.60009	
chr3	41226655	41228455	11.4796703315698	0	+	29.4022	28.4767	13.6218	6.62316	
chr3	41295120	41296920	11.3096831429591	0	+	2.94022	2.26056	2.7373	2.77484	
chr3	41360285	41362085	12.5092810113632	0	+	3.76437	3.79899	3.0175	3.74704	
chr3	41498850	41500650	12.7727757038094	0	+	17.6191	16.2948	6.0781	3.38247	
chr3	45049360	45051160	11.9570756857223	0	+	19.2228	10.926	5.32372	2.32924	
chr3	46491080	46492880	10.9849976881245	0	+	2.80657	1.35005	0.66816	0.7089	
chr3	46673515	46675315	16.8531980972083	0	+	44.9275	27.1581	10.6043	3.56476	
chr3	50685260	50687060	11.3924199355542	0	+	8.90976	7.28401	11.9407	7.41307	
chr3	50931480	50933280	18.6202047721718	0	+	45.0166	31.271	7.69461	2.89636	
chr3	51012475	51014275	12.9552893560549	0	+	13.721	11.397	4.89265	3.56476	
chr3	51028540	51030340	4.88798318617549	0	+	3.69755	4.33273	4.76333	5.71171	
chr3	51079240	51081040	11.9460552577719	0	+	4.16531	5.27463	4.72022	3.88882	
chr3	52203685	52205485	14.5735038237223	0	+	17.7304	15.3843	19.3982	9.96511	
chr3	52216470	52218270	16.151802539197	0	+	17.8195	15.4471	10.1302	7.7979	
chr3	52918880	52920680	21.8409194478919	0	+	0	0	0	0	
chr3	53258360	53260160	10.1930114131598	0	+	8.59792	6.18513	1.70273	1.29627	
chr3	53260515	53262315	10.8487466323307	0	+	11.6272	9.51317	2.39244	1.11399	
chr3	53358435	53360235	11.0343584996891	0	+	9.4889	5.5886	3.44857	2.26848	
chr3	53401750	53403550	11.045827438055	0	+	8.93204	14.568	5.40994	2.45077	
chr3	53453390	53455190	17.0794137975715	0	+	14.7234	12.5586	15.0228	7.17002	
chr3	54792960	54794760	17.7556626682338	0	+	44.1256	25.651	10.5828	4.73951	
chr3	56378625	56380425	26.8714342982866	0	+	0.334116	0.0627932	0.409517	0.627883	
chr3	56630610	56632410	10.9567246419414	0	+	6.28138	2.38614	1.63807	0.769663	
chr3	57377800	57379600	5.00195117225572	0	+	3.05159	3.79899	3.75032	2.69382	
chr3	57378445	57380245	9.52389471873019	0	+	10.3799	9.45038	7.97481	4.13188	
