chr	st	en	ID	blank	dir	WT_ChIP_Set1A_1	WT_ChIP_Set1A_2	
chr19	21862745	21864545	11.3240232017181	0	+	1.43061	1.24449
chr19	21863500	21865300	11.2158986284802	0	+	1.22623	1.20789
chr19	21865770	21867570	12.3019342049268	0	+	1.63498	1.83013
chr19	21866765	21868565	6.58167242124888	0	+	0.749365	1.09808
chr19	21891405	21893205	9.62896560476101	0	+	1.77123	1.53731
chr19	21892070	21893870	10.2700265454683	0	+	1.90747	1.31769
chr19	21968660	21970460	9.60507425667685	0	+	1.02186	2.19616
chr19	22774875	22776675	7.67708208850883	0	+	0.885613	0.732052
chr19	22897685	22899485	10.0104782585478	0	+	1.83935	2.15955
chr19	23109190	23110990	11.0054659781092	0	+	1.9756	1.4641
chr19	23111290	23113090	8.33216750709539	0	+	2.11185	2.74519
chr19	23115500	23117300	9.21916258649438	0	+	2.99746	2.08635
chr19	23131475	23133275	8.16304434504195	0	+	2.52059	2.70859
chr19	23139230	23141030	8.0487311631383	0	+	1.29436	1.97654
chr19	23148630	23150430	13.824898331003	0	+	2.52059	3.14782
chr19	23161695	23163495	16.2032012210308	0	+	2.17997	2.52558
chr19	23167210	23169010	9.09841829098959	0	+	2.24809	2.59878
chr19	23169060	23170860	10.8305298900664	0	+	2.04372	2.59878
chr19	23195595	23197395	10.9307303526913	0	+	1.22623	2.37917
chr19	23216860	23218660	10.3091384472585	0	+	2.99746	3.33084
chr19	23223705	23225505	7.84880338590709	0	+	1.56685	2.15955
chr19	23243090	23244890	8.03889563019652	0	+	2.65684	3.18443
chr19	23431095	23432895	19.8927319907745	0	+	0.613117	0.512436
chr19	23541735	23543535	8.45540823814497	0	+	2.17997	2.19616
chr19	23554075	23555875	8.23175126591011	0	+	1.49873	1.20789
chr19	23772245	23774045	9.14056829733304	0	+	1.15811	1.83013
chr19	23779945	23781745	7.73699957168868	0	+	1.36248	1.83013
chr19	24296310	24298110	9.34401490045645	0	+	1.49873	1.13468
chr19	24297720	24299520	13.9058843542107	0	+	5.10931	5.56359
chr19	24565330	24567130	11.0896454222134	0	+	1.9756	1.93994
chr19	25311145	25312945	7.57567874508252	0	+	5.31368	5.49039
chr19	25552995	25554795	11.7010286048272	0	+	2.65684	3.11122
chr19	25554500	25556300	8.3658685508222	0	+	2.31622	1.61051
chr19	25560790	25562590	12.8892401263522	0	+	2.45247	2.01314
chr19	25562600	25564400	14.5459976203189	0	+	2.79309	2.96481
chr19	26214525	26216325	9.43696798612048	0	+	1.49873	1.31769
chr19	27978175	27979975	9.24789116545978	0	+	1.90747	1.72032
chr19	28084260	28086060	5.4608052785093	0	+	3.47433	4.2093
chr19	28208590	28210390	8.37535559015065	0	+	1.22623	0.915065
chr19	28229325	28231125	10.8340931431124	0	+	0.749365	0.475834
chr19	28256305	28258105	14.0344311169644	0	+	1.43061	1.93994
chr19	28634875	28636675	11.4793067522358	0	+	3.20183	3.44064
chr19	28640660	28642460	9.4594791455137	0	+	2.11185	2.56218
chr19	28709110	28710910	13.4853667118374	0	+	2.38434	2.08635
chr19	28723310	28725110	9.72624178465714	0	+	2.24809	2.92821
chr19	28724675	28726475	10.2774383222716	0	+	2.24809	2.45237
chr19	29081870	29083670	14.3058870644093	0	+	3.26996	2.59878
chr19	29083015	29084815	8.44644049856429	0	+	2.79309	1.93994
chr19	29258795	29260595	8.70246107655132	0	+	1.43061	1.02487
chr19	29359360	29361160	11.2768469751556	0	+	3.54245	2.70859
chr19	29424390	29426190	9.35213003301678	0	+	1.49873	1.57391
chr19	29424890	29426690	9.35213003301678	0	+	1.56685	1.72032
chr19	29746130	29747930	8.51426726266185	0	+	3.6787	3.11122
chr19	29878785	29880585	6.50636868033448	0	+	5.44993	7.39372
chr19	29904760	29906560	8.55544184435594	0	+	1.7031	2.34257
chr19	30080180	30081980	9.38255339607827	0	+	0.953737	1.13468
chr19	30259430	30261230	9.04418461198803	0	+	2.24809	2.96481
chr19	31156215	31158015	6.39093289883611	0	+	10.2186	12.3717
chr19	31179870	31181670	10.7717541518679	0	+	1.56685	1.3543
chr19	32246005	32247805	12.0749628154137	0	+	1.43061	1.93994
chr19	32268865	32270665	10.2179103082368	0	+	2.04372	2.67199
chr19	32284240	32286040	5.92842682245578	0	+	2.99746	2.8916
chr19	32284955	32286755	7.67393165126695	0	+	2.45247	2.45237
chr19	32299075	32300875	8.46848373693182	0	+	2.11185	2.67199
chr19	32304790	32306590	9.87186737895684	0	+	2.99746	2.96481
chr19	32314660	32316460	13.5956906536199	0	+	2.86121	2.59878
chr19	32316475	32318275	11.5985286025796	0	+	2.52059	2.15955
chr19	32329570	32331370	14.387873156065	0	+	2.45247	2.30596
chr19	32334740	32336540	9.70153811774256	0	+	1.56685	1.79353
chr19	32345450	32347250	11.3067736956741	0	+	2.31622	3.03802
chr19	32708995	32710795	8.50799207009022	0	+	1.49873	1.17128
chr19	32785540	32787340	5.12124350992915	0	+	6.60803	5.96622
chr19	32800390	32802190	9.95542669674348	0	+	1.49873	1.24449
chr19	32940880	32942680	7.79278150281214	0	+	0.885613	1.4275
chr19	33031030	33032830	12.7871223601705	0	+	2.99746	2.855
chr19	33037360	33039160	10.4221865661437	0	+	0.885613	0.878462
chr19	34729070	34730870	8.33734265986438	0	+	1.77123	2.01314
chr19	34951805	34953605	9.02150047960914	0	+	5.44993	6.18584
chr19	34978015	34979815	7.83570542949915	0	+	2.17997	2.08635
chr19	35978275	35980075	8.99620680438418	0	+	0.136248	0.329423
chr19	36607975	36609775	7.84122499769287	0	+	2.17997	1.64712
chr19	36777080	36778880	12.5224873548857	0	+	0.953737	0.915065
chr19	36810085	36811885	5.38870888122756	0	+	2.58871	2.34257
chr19	36978370	36980170	10.6892235047313	0	+	2.86121	3.14782
chr19	37092485	37094285	7.97322201866773	0	+	3.33808	3.36744
chr19	37474765	37476565	11.1352455367362	0	+	2.58871	3.47725
chr19	37562470	37564270	7.7363803137866	0	+	2.31622	3.18443
chr19	37951770	37953570	10.9332989894751	0	+	1.63498	1.72032
chr19	37955225	37957025	11.4121237758628	0	+	1.90747	1.64712
chr19	37994660	37996460	10.0008222906372	0	+	1.43061	1.86673
chr19	37995600	37997400	10.0509015904563	0	+	1.22623	1.90333
chr19	38138260	38140060	11.9865225386776	0	+	2.65684	2.855
chr19	38311945	38313745	9.16969737541509	0	+	2.31622	2.70859
chr19	38394635	38396435	9.20756874231937	0	+	2.31622	1.97654
chr19	38600580	38602380	8.68204676115931	0	+	2.58871	2.855
chr19	38762470	38764270	10.5689435740825	0	+	1.77123	1.86673
chr19	39004820	39006620	7.85431581348784	0	+	6.33554	7.54013
chr19	40344720	40346520	8.87397772734175	0	+	4.49619	4.90475
chr19	40528215	40530015	8.31559556378379	0	+	1.63498	1.90333
chr19	40585850	40587650	9.44832200466939	0	+	2.52059	2.01314
chr19	41020975	41022775	8.02689654937316	0	+	1.08999	1.4641
chr19	41238125	41239925	11.3889566227268	0	+	0.885613	1.09808
chr19	41528795	41530595	11.5136677591818	0	+	2.31622	3.25763
chr19	41530940	41532740	8.80731124611926	0	+	2.24809	2.7818
chr19	41737670	41739470	7.83107338188404	0	+	2.86121	1.4641
chr19	41875335	41877135	5.46264224706389	0	+	4.49619	6.07603
chr19	41986050	41987850	9.33575623373064	0	+	8.58363	7.39372
chr19	42198210	42200010	8.69925754044579	0	+	2.31622	2.52558
chr19	42361120	42362920	5.49314807071039	0	+	2.45247	2.08635
chr19	42362405	42364205	12.5597697345237	0	+	2.79309	2.59878
chr19	42365050	42366850	8.39380474057683	0	+	1.7031	3.03802
chr19	42380850	42382650	9.99280737494435	0	+	1.77123	2.08635
chr19	42395665	42397465	14.7770122770317	0	+	2.31622	2.8916
chr19	42432445	42434245	8.11973638379541	0	+	1.49873	1.4275
chr19	42458735	42460535	9.23616700658939	0	+	1.49873	1.06148
chr19	42482870	42484670	9.12748706905818	0	+	1.7031	1.83013
chr19	42483680	42485480	10.1626289941814	0	+	1.83935	1.90333
chr19	42737800	42739600	9.03414183015631	0	+	1.15811	1.02487
chr19	43572610	43574410	10.0694591686934	0	+	3.06558	3.14782
chr19	43579275	43581075	11.6221979694999	0	+	1.7031	2.12295
chr19	43877815	43879615	7.75611649496263	0	+	1.49873	1.57391
chr19	43883025	43884825	8.70019223232408	0	+	2.24809	1.3909
chr19	43952570	43954370	9.08956245009539	0	+	3.47433	4.2459
chr19	43953580	43955380	9.08956245009539	0	+	4.15557	4.50212
chr19	43954380	43956180	7.76030369600932	0	+	3.47433	3.18443
chr19	44123635	44125435	8.0581182541558	0	+	1.7031	2.34257
chr19	44148705	44150505	7.96143208081457	0	+	1.7031	2.37917
chr19	44322300	44324100	10.3608811691618	0	+	4.15557	4.13609
chr19	44335395	44337195	10.4990836805916	0	+	2.52059	3.29423
chr19	44339600	44341400	14.4704954862647	0	+	3.88307	3.77007
chr19	44344680	44346480	8.17539482317521	0	+	1.49873	1.83013
chr19	44353395	44355195	16.0391841023504	0	+	2.11185	1.97654
chr19	44356290	44358090	12.4757410506785	0	+	1.77123	2.70859
chr19	44385535	44387335	8.76146026963241	0	+	2.92933	2.37917
chr19	44501160	44502960	8.61664199237343	0	+	1.43061	1.13468
chr19	44628770	44630570	6.2907086544772	0	+	7.97052	8.67481
chr19	44882655	44884455	10.741775492502	0	+	1.83935	1.75692
chr19	45187900	45189700	8.29796007577949	0	+	2.31622	1.83013
chr19	45345755	45347555	8.0914439864024	0	+	1.7031	1.97654
chr19	45368945	45370745	9.46064792064493	0	+	1.43061	1.93994
chr19	45373690	45375490	8.52235615726827	0	+	0.885613	1.13468
chr19	45426675	45428475	7.59021703569342	0	+	2.04372	1.28109
chr19	45686460	45688260	10.4364363270364	0	+	1.56685	1.53731
chr19	45695920	45697720	10.8924933850308	0	+	1.56685	2.74519
chr19	45723685	45725485	39.2649675685929	0	+	3.9512	4.68513
chr19	45822875	45824675	5.86796273929033	0	+	6.40366	6.22244
chr19	45856340	45858140	7.68412861400942	0	+	18.1891	23.8283
chr19	45884855	45886655	8.93068859107328	0	+	2.11185	1.4641
chr19	45887810	45889610	8.53546395195844	0	+	2.52059	2.7818
chr19	45955865	45957665	10.7575744934328	0	+	1.9756	1.90333
chr19	46071730	46073530	9.3877176975372	0	+	9.26487	15.5195
chr19	46113820	46115620	8.31609301490077	0	+	2.52059	2.45237
chr19	46130490	46132290	7.486053582792	0	+	8.58363	11.42
chr19	46145050	46146850	5.60414502676432	0	+	2.11185	2.08635
chr19	46145230	46147030	5.60414502676432	0	+	2.31622	2.26936
chr19	46318635	46320435	9.98814277577335	0	+	2.04372	1.72032
chr19	46431055	46432855	5.95322730163874	0	+	4.42806	5.56359
chr19	46432180	46433980	10.1074469983845	0	+	1.77123	3.07462
chr19	46544630	46546430	9.25595097888377	0	+	2.31622	1.72032
chr19	46552085	46553885	9.89067011694519	0	+	3.47433	3.14782
chr19	46564460	46566260	9.27890123295095	0	+	1.43061	2.23276
chr19	46598485	46600285	13.2208308406576	0	+	4.08744	4.2825
chr19	46603340	46605140	9.73460934682407	0	+	2.31622	2.48898
chr19	46639530	46641330	8.2719300959358	0	+	2.92933	1.24449
chr19	46904325	46906125	7.82552719132185	0	+	1.77123	1.68372
chr19	46909425	46911225	12.9825042413132	0	+	1.90747	2.04975
chr19	47210570	47212370	11.3499230061974	0	+	2.58871	2.8184
chr19	47359365	47361165	9.55928280088509	0	+	2.72496	2.48898
chr19	47361025	47362825	9.0482594763419	0	+	3.06558	2.67199
chr19	47392745	47394545	7.803610019314	0	+	1.15811	1.09808
chr19	47403295	47405095	17.1499034999334	0	+	2.38434	2.19616
chr19	47453135	47454935	12.6611942320641	0	+	1.77123	2.19616
chr19	47699235	47701035	8.12973186819485	0	+	1.22623	1.61051
chr19	47779285	47781085	7.90737883741463	0	+	3.13371	2.70859
chr19	47864170	47865970	10.5496615969224	0	+	1.43061	2.7818
chr19	53096120	53097920	12.0833192662276	0	+	2.11185	2.23276
chr19	53111770	53113570	6.85674651733102	0	+	6.81241	8.74802
chr19	53125545	53127345	11.7646727421923	0	+	2.79309	3.03802
chr19	53132220	53134020	9.21081339071775	0	+	3.06558	4.57532
chr19	53135855	53137655	8.04835280617529	0	+	1.02186	1.72032
chr19	53166165	53167965	8.69173557918167	0	+	0.885613	1.17128
chr19	53370315	53372115	8.92553881385179	0	+	1.63498	2.15955
chr19	53388190	53389990	10.4888432696077	0	+	3.47433	3.47725
chr19	53485755	53487555	9.97964515779342	0	+	1.02186	0.878462
chr19	53674560	53676360	7.53466774985319	0	+	13.9654	16.6908
chr19	53771490	53773290	8.1451735503995	0	+	1.63498	2.8916
chr19	53800870	53802670	11.2989529213683	0	+	3.61058	3.29423
chr19	54129325	54131125	8.83927806681901	0	+	1.90747	1.53731
chr19	55344730	55346530	11.8304384320969	0	+	1.83935	1.3909
chr19	55565560	55567360	11.7855104724199	0	+	1.56685	1.64712
chr19	55789575	55791375	15.0537010901981	0	+	2.17997	2.04975
chr19	55797015	55798815	7.5835773002564	0	+	1.63498	1.4641
chr19	55817565	55819365	7.82357704229212	0	+	3.9512	3.18443
chr19	56584905	56586705	8.30668576825974	0	+	0	0
chr19	56737660	56739460	11.749156862416	0	+	2.04372	2.34257
chr19	56740285	56742085	9.42580935572384	0	+	2.31622	2.15955
chr19	56988940	56990740	10.4444284824523	0	+	2.17997	1.86673
chr19	57172920	57174720	8.67999007363038	0	+	2.72496	2.52558
chr19	57215350	57217150	10.2367345761447	0	+	1.36248	1.75692
chr19	57427030	57428830	9.10283641998464	0	+	1.49873	1.31769
chr19	57439740	57441540	11.7475995859826	0	+	2.79309	2.45237
chr19	57492135	57493935	8.6218677360399	0	+	2.31622	3.22103
chr19	57650380	57652180	10.3878333713886	0	+	2.17997	1.83013
chr19	58138500	58140300	10.4111494624932	0	+	2.24809	2.30596
chr19	58186975	58188775	10.5463493444792	0	+	0.885613	1.28109
chr19	58555815	58557615	13.7429290179942	0	+	0.204372	0.622244
chr19	59782325	59784125	9.49026068261861	0	+	1.15811	1.24449
chr19	60130260	60132060	8.85391783802306	0	+	1.90747	1.75692
chr19	60655110	60656910	5.18576077023734	0	+	6.88053	9.07744
chr2	3201160	3202960	6.15096829869118	0	+	4.08744	5.27077
chr2	3248725	3250525	8.56851986960923	0	+	6.33554	5.92962
chr2	3428800	3430600	7.38434563974223	0	+	5.44993	8.05257
chr2	3429735	3431535	8.09193977040069	0	+	5.31368	7.86956
chr2	4436250	4438050	10.06304591784	0	+	1.43061	1.4641
chr2	4459415	4461215	7.64184747792059	0	+	1.63498	2.15955
chr2	4479260	4481060	7.9323111939704	0	+	1.77123	3.00141
chr2	4495805	4497605	14.0033665775998	0	+	2.58871	2.70859
chr2	4516595	4518395	10.9500716490917	0	+	1.56685	2.30596
chr2	4517655	4519455	7.66449563999917	0	+	2.11185	2.19616
chr2	4736820	4738620	8.40563415666749	0	+	1.22623	0.951667
chr2	4802700	4804500	9.91123008250464	0	+	12.9436	15.2267
chr2	4839585	4841385	8.03502923458881	0	+	2.52059	4.64853
chr2	4932670	4934470	11.7591419793014	0	+	4.15557	5.16097
chr2	4964230	4966030	10.2354433105792	0	+	1.90747	2.15955
chr2	4997065	4998865	10.6200552975783	0	+	1.43061	1.93994
chr2	5140290	5142090	9.8433740258187	0	+	1.15811	1.31769
chr2	5299390	5301190	16.3821111994827	0	+	5.79055	3.84327
chr2	5504845	5506645	9.00287160912523	0	+	1.83935	2.45237
chr2	5560605	5562405	8.39248306687154	0	+	1.22623	1.50071
chr2	5596880	5598680	10.5884543994077	0	+	1.90747	2.15955
chr2	5634065	5635865	7.1023929607987	0	+	3.4062	4.2825
chr2	5656000	5657800	8.73531836818107	0	+	1.56685	1.93994
chr2	5679990	5681790	7.64493431894535	0	+	1.36248	1.50071
chr2	5730355	5732155	7.62735915588065	0	+	2.17997	2.19616
chr2	5764815	5766615	5.46264224706389	0	+	10.2186	16.8006
chr2	5815235	5817035	7.13977882078398	0	+	3.47433	5.01456
chr2	5980840	5982640	8.334720530996	0	+	1.63498	1.64712
chr2	5991650	5993450	11.4272557955409	0	+	2.31622	3.07462
chr2	5994860	5996660	9.060964132429	0	+	1.29436	1.61051
chr2	6294570	6296370	9.36857824954648	0	+	1.22623	1.31769
chr2	6324125	6325925	7.5978394660522	0	+	2.38434	2.08635
chr2	6370095	6371895	9.57164639697187	0	+	2.04372	2.45237
chr2	6379610	6381410	12.448149042222	0	+	2.52059	2.41577
chr2	7336135	7337935	7.56130305357691	0	+	0.408744	0.622244
chr2	7842700	7844500	8.84114149294096	0	+	0.408744	0.402629
chr2	8419395	8421195	10.6987899788753	0	+	1.56685	1.97654
chr2	10221685	10223485	7.57045151657744	0	+	1.9756	2.26936
chr2	10255320	10257120	8.0975575835362	0	+	1.49873	1.90333
chr2	10311570	10313370	8.62380268986815	0	+	1.43061	1.97654
chr2	11350465	11352265	7.567643946017	0	+	1.15811	1.4275
chr2	11455660	11457460	11.50730948086	0	+	3.13371	2.7818
chr2	11467725	11469525	9.18994759771961	0	+	1.7031	2.63539
chr2	11491960	11493760	8.93047901371298	0	+	2.45247	2.01314
chr2	11523485	11525285	6.93433436303052	0	+	10.8999	11.4932
chr2	13292015	13293815	11.2507530866226	0	+	2.17997	2.37917
chr2	13579175	13580975	8.26887044018326	0	+	1.02186	0.512436
chr2	13689030	13690830	8.85411748299094	0	+	1.22623	1.53731
chr2	14024680	14026480	8.22750580950845	0	+	1.56685	1.50071
chr2	14975235	14977035	5.44126958875086	0	+	4.22369	5.71
chr2	15846725	15848525	9.56567373046314	0	+	1.56685	1.79353
chr2	15938385	15940185	8.32630756444883	0	+	0.749365	0.402629
chr2	15953700	15955500	8.66593496489421	0	+	1.15811	0.98827
chr2	16732655	16734455	9.37797066994195	0	+	1.08999	0.475834
chr2	17853770	17855570	10.0403399846527	0	+	1.9756	1.61051
chr2	17893165	17894965	11.2952268973181	0	+	1.9756	2.41577
chr2	17909875	17911675	14.2050008239203	0	+	2.92933	2.8184
chr2	17952615	17954415	9.21514280631034	0	+	3.26996	3.11122
chr2	17977615	17979415	11.1288931169013	0	+	6.26741	7.13751
chr2	17984930	17986730	9.69280471348266	0	+	8.788	10.9442
chr2	17986315	17988115	8.57410007987322	0	+	7.3574	7.90616
chr2	18193655	18195455	8.07935439266103	0	+	0.408744	0.256218
chr2	18374415	18376215	10.0115711027154	0	+	1.02186	0.98827
chr2	19222195	19223995	10.4411462306673	0	+	1.83935	1.3909
chr2	19313485	19315285	7.97442437901774	0	+	1.56685	2.08635
chr2	19430085	19431885	15.9348776141998	0	+	0.544993	0.622244
chr2	19502585	19504385	7.63268215902845	0	+	0.613117	0.549039
chr2	20130075	20131875	13.4044863339593	0	+	2.72496	2.96481
chr2	20366435	20368235	9.55218742529389	0	+	3.13371	2.8184
chr2	20407250	20409050	9.38083513878868	0	+	1.15811	1.68372
chr2	20414740	20416540	7.72984360053673	0	+	2.52059	2.70859
chr2	20417490	20419290	12.461981472021	0	+	2.65684	2.59878
chr2	20429360	20431160	7.83087676583278	0	+	2.24809	2.41577
chr2	20440165	20441965	7.78076850989027	0	+	2.79309	3.58705
chr2	20441335	20443135	6.0352636810791	0	+	3.06558	3.55045
chr2	20447710	20449510	8.02263479160527	0	+	2.04372	2.37917
chr2	20470615	20472415	11.1589584003483	0	+	2.52059	2.37917
chr2	20476720	20478520	7.56259505992348	0	+	1.08999	1.68372
chr2	20504555	20506355	9.55278922848497	0	+	2.86121	1.72032
chr2	20515810	20517610	13.4780113620016	0	+	2.38434	2.26936
chr2	20517665	20519465	10.7372967805242	0	+	1.49873	1.64712
chr2	20573005	20574805	14.8469987739547	0	+	1.90747	1.90333
chr2	20577290	20579090	17.4134472415932	0	+	0.953737	1.86673
chr2	20610455	20612255	10.6262882710731	0	+	2.04372	2.56218
chr2	20612600	20614400	10.3175051377093	0	+	1.90747	2.96481
chr2	20614610	20616410	8.48752499147716	0	+	1.7031	1.53731
chr2	20644805	20646605	15.1502577892765	0	+	2.31622	3.03802
chr2	20658060	20659860	13.7743691508051	0	+	2.24809	2.96481
chr2	20691095	20692895	9.89412976176934	0	+	2.38434	2.8184
chr2	20820930	20822730	13.8685161695783	0	+	1.43061	1.17128
chr2	20855580	20857380	11.7884456046956	0	+	1.43061	1.79353
chr2	20864625	20866425	9.22515805655126	0	+	1.83935	2.34257
chr2	21314270	21316070	10.0314019142128	0	+	2.17997	2.855
chr2	21506220	21508020	7.95789967403879	0	+	0.136248	0.14641
chr2	21884920	21886720	10.1996581453411	0	+	1.63498	1.72032
chr2	21897780	21899580	7.83335501299607	0	+	1.77123	1.4275
chr2	21965675	21967475	10.0287185427005	0	+	0.953737	1.4641
chr2	22443495	22445295	9.75915202088778	0	+	0	0
chr2	22592915	22594715	9.99530167174517	0	+	1.15811	0.878462
chr2	22594295	22596095	11.3956707487839	0	+	1.02186	0.84186
chr2	22595310	22597110	19.688415092925	0	+	0.817489	0.512436
chr2	22598340	22600140	22.0961803522347	0	+	1.56685	1.3909
chr2	22599195	22600995	14.2648022426904	0	+	2.72496	1.83013
chr2	22750615	22752415	9.76594185573679	0	+	10.8317	12.2985
chr2	22894225	22896025	6.12761858596294	0	+	6.06304	7.0643
chr2	23010110	23011910	5.72643321553779	0	+	7.90239	7.0643
chr2	23312365	23314165	8.41540414811657	0	+	1.36248	1.09808
chr2	24296605	24298405	7.57268552718455	0	+	0.953737	1.09808
chr2	24298200	24300000	9.78360345646541	0	+	1.08999	1.20789
chr2	24766965	24768765	8.91336851096639	0	+	1.29436	2.04975
chr2	24789310	24791110	6.06259794971816	0	+	3.9512	4.75834
chr2	24842570	24844370	8.19294870584571	0	+	0.817489	0.878462
chr2	25050675	25052475	4.00977662846092	0	+	5.31368	5.92962
chr2	25078700	25080500	8.45109153683504	0	+	5.44993	8.78462
chr2	25079000	25080800	12.2478415216889	0	+	6.94865	10.3219
chr2	25121175	25122975	8.04856680856606	0	+	1.77123	1.97654
chr2	25165525	25167325	7.30472373012064	0	+	3.54245	4.02629
chr2	25167030	25168830	7.86797871694057	0	+	2.38434	3.00141
chr2	25429115	25430915	3.55591017560704	0	+	4.70056	7.1009
chr2	25462575	25464375	5.61029585339073	0	+	17.5079	22.5106
chr2	25930285	25932085	8.91802221732776	0	+	2.99746	3.11122
chr2	25934275	25936075	8.13148347493283	0	+	1.43061	2.01314
chr2	25988255	25990055	11.6393791206632	0	+	2.86121	3.25763
chr2	26050060	26051860	10.3989758223312	0	+	1.7031	1.79353
chr2	26197435	26199235	11.0976980392172	0	+	1.36248	1.50071
chr2	26207065	26208865	4.8730440707008	0	+	6.19929	7.75975
chr2	26297940	26299740	8.86489982215406	0	+	1.9756	2.23276
chr2	26299470	26301270	5.26277303368169	0	+	5.6543	7.46693
chr2	26312200	26314000	9.36015993688852	0	+	1.36248	1.72032
chr2	26316175	26317975	9.4139623965158	0	+	1.29436	1.4275
chr2	26355515	26357315	10.5370177620985	0	+	1.7031	1.97654
chr2	26357340	26359140	11.7469203597813	0	+	4.01932	4.35571
chr2	26390395	26392195	8.71673099698601	0	+	1.02186	0.439231
chr2	26458230	26460030	6.73449076012579	0	+	5.92679	8.23558
chr2	26494380	26496180	8.20749223332976	0	+	11.6492	16.6176
chr2	26757125	26758925	7.62664738722566	0	+	7.90239	9.69969
chr2	26803675	26805475	8.35208029589391	0	+	1.77123	1.20789
chr2	26804230	26806030	8.35208029589391	0	+	1.7031	1.50071
chr2	26976055	26977855	8.31792066261355	0	+	0.408744	0.292821
chr2	27233260	27235060	15.3028832170884	0	+	1.77123	1.24449
chr2	27265925	27267725	11.8925911818142	0	+	1.15811	2.23276
chr2	27269890	27271690	8.89263347367229	0	+	1.83935	1.93994
chr2	27354245	27356045	9.81269663177115	0	+	0.136248	0.14641
chr2	27356045	27357845	8.60460731198772	0	+	0.136248	0.402629
chr2	27359055	27360855	8.48963688011239	0	+	1.36248	1.72032
chr2	27370560	27372360	7.4032486904264	0	+	13.1479	17.6058
chr2	27395085	27396885	9.05230412815073	0	+	4.83681	5.71
chr2	27426885	27428685	10.5425792950414	0	+	1.77123	2.01314
chr2	27499460	27501260	13.1000355733762	0	+	1.9756	1.93994
chr2	27538595	27540395	10.7860085945786	0	+	1.29436	1.3909
chr2	27594870	27596670	8.16405648034139	0	+	2.17997	1.90333
chr2	28310310	28312110	7.68901651913579	0	+	1.08999	0.768654
chr2	28437280	28439080	7.8683496374115	0	+	8.31114	8.74802
chr2	28694240	28696040	9.53684744796225	0	+	10.8317	12.5913
chr2	28695710	28697510	6.41046987644504	0	+	11.513	11.6762
chr2	28930645	28932445	9.75626709895958	0	+	1.83935	2.41577
chr2	28951555	28953355	11.4148970993159	0	+	1.56685	1.79353
chr2	28953575	28955375	7.61355907649799	0	+	1.9756	2.45237
chr2	28955510	28957310	8.43075219637674	0	+	2.24809	1.83013
chr2	28980290	28982090	7.52692804395209	0	+	8.51551	10.2853
chr2	29078690	29080490	10.0390901900604	0	+	2.45247	2.30596
chr2	29310380	29312180	8.59481907027681	0	+	1.83935	2.30596
chr2	29312585	29314385	8.18608498519867	0	+	1.83935	2.23276
chr2	29348375	29350175	7.80266091187308	0	+	1.83935	1.13468
chr2	29356100	29357900	15.7231566280997	0	+	1.9756	2.41577
chr2	29407135	29408935	9.05793663262578	0	+	2.24809	2.45237
chr2	29475035	29476835	6.40251179198923	0	+	7.97052	6.88129
chr2	29482320	29484120	15.9567752605216	0	+	1.36248	2.12295
chr2	29497020	29498820	12.6177751704103	0	+	1.22623	1.79353
chr2	29546025	29547825	13.4384397360966	0	+	1.77123	2.23276
chr2	29571010	29572810	9.45644321181964	0	+	2.24809	2.855
chr2	29583665	29585465	17.5579758302274	0	+	2.11185	2.56218
chr2	29587650	29589450	5.15821054124579	0	+	1.49873	1.97654
chr2	29690180	29691980	15.4640953169634	0	+	3.06558	3.33084
chr2	29711270	29713070	9.01405699382583	0	+	1.77123	1.4641
chr2	29744610	29746410	7.68628099387936	0	+	8.65176	10.5415
chr2	29790265	29792065	4.24426882815542	0	+	4.83681	6.14924
chr2	29828345	29830145	8.4495685060222	0	+	1.02186	1.86673
chr2	29902760	29904560	6.4732765538655	0	+	5.17743	5.52699
chr2	29917825	29919625	14.8577873556873	0	+	3.9512	5.19757
chr2	29920720	29922520	11.3533783402076	0	+	7.83427	8.01597
chr2	29973950	29975750	8.41003166749584	0	+	1.63498	1.20789
chr2	29988970	29990770	8.29668603597067	0	+	7.6299	8.78462
chr2	29990215	29992015	14.8387621234387	0	+	2.17997	3.18443
chr2	30106755	30108555	9.79687511447677	0	+	2.04372	2.56218
chr2	30121290	30123090	5.94030407342856	0	+	3.20183	3.77007
chr2	30189845	30191645	13.0919913540652	0	+	2.04372	2.41577
chr2	30191140	30192940	11.5427467531123	0	+	2.11185	2.7818
chr2	30191445	30193245	6.57284338747862	0	+	1.9756	1.97654
chr2	30402445	30404245	8.43669243203985	0	+	2.38434	2.59878
chr2	30432605	30434405	8.87978040253905	0	+	2.38434	4.2825
chr2	30456390	30458190	8.9251328339041	0	+	1.63498	1.02487
chr2	30513800	30515600	10.9770950536687	0	+	5.04118	4.13609
chr2	30546305	30548105	10.4143031658828	0	+	2.31622	2.30596
chr2	30555035	30556835	9.68951263323325	0	+	2.38434	2.92821
chr2	30562420	30564220	14.9448231494474	0	+	3.33808	3.66026
chr2	30588690	30590490	7.99364080028645	0	+	2.45247	2.01314
chr2	30591860	30593660	9.20693749082853	0	+	1.63498	1.53731
chr2	30598345	30600145	9.72555396051105	0	+	2.52059	2.12295
chr2	30602420	30604220	10.5494903953554	0	+	1.43061	2.19616
chr2	30613570	30615370	19.7079714494984	0	+	2.86121	3.69686
chr2	30627360	30629160	8.84919185105441	0	+	2.31622	2.56218
